Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	Name	File	HV
7186_T366-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	7186	1	7186_G366	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
9792_T448-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	9792	1	9792_G448	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
9543_T367-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	9543	1	9543_G367	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
9610_T460-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	9610	1	9610_G460	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
5784_T396-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	5784	1	5784_G396	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
7167_T312-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	7167	1	7167_G312	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
7111_T338-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	7111	1	7111_G338	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
9944_T292-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	9944	1	9944_G292	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
9554_T465-R1	Int13972_43	Int13972_43_NS_N_43	NA	NA	Int13972_43_NS_N_43	9554	1	9554_G465	../Autoclades_70_Refinement_1/Int13972_43_NS_N_43/Int13972_43_NS_N_43.best.fa	0
9536_T304-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9536	1	9536_G304	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
6974_T437-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	6974	1	6974_G437	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9762_T330-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9762	1	9762_G330	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
5784_T332-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	5784	1	5784_G332	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7186_T295-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7186	1	7186_G295	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9557_T415-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9557	1	9557_G415	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9837_T351-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9837	1	9837_G351	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
6981_T377-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	6981	1	6981_G377	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9871_T420-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9871	1	9871_G420	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7373_T204-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7373	1	7373_G204	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9600_T360-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9600	1	9600_G360	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9537_T407-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9537	1	9537_G407	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9764_T364-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9764	1	9764_G364	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9554_T343-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9554	1	9554_G343	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9542_T375-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9542	1	9542_G375	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9597_T353-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9597	1	9597_G353	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9550_T452-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9550	1	9550_G452	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7415_T304-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7415	1	7415_G304	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7067_T244-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7067	1	7067_G244	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
5993_T290-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	5993	1	5993_G290	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7417_T244-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7417	1	7417_G244	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
Athaliana_AT1G53350.1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	Athaliana	1	Athaliana_AT1G53350.1	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9610_T530-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9610	1	9610_G530	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9784_T467-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9784	1	9784_G467	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9669_T327.1-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9669	1	9669_G327.1	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
6939_T315-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	6939	1	6939_G315	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9332_T347-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9332	1	9332_G347	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9134_T470-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9134	1	9134_G470	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
1925_T412-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	1925	1	1925_G412	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
6909_T382-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	6909	1	6909_G382	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9792_T378-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9792	1	9792_G378	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9580_T299-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9580	1	9580_G299	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9654_T383-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9654	1	9654_G383	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
108_T390-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	108	1	108_G390	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7273_T461-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7273	1	7273_G461	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7308_T312-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7308	1	7308_G312	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7416_T295-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7416	1	7416_G295	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
6906_T358-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	6906	1	6906_G358	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7213_T438-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7213	1	7213_G438	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7413_T298-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7413	1	7413_G298	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9721_T425-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9721	1	9721_G425	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9100_T387-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9100	1	9100_G387	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7396_T292-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7396	1	7396_G292	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
10015_T307-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	10015	1	10015_G307	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
6924_T492-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	6924	1	6924_G492	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7288_T297-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7288	1	7288_G297	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7328_T611-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7328	1	7328_G611	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9583_T289-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9583	1	9583_G289	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
7058_T264-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	7058	1	7058_G264	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9879_T353-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9879	1	9879_G353	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9947_T306-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9947	1	9947_G306	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9887_T310-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9887	1	9887_G310	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9549_T319-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9549	1	9549_G319	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9543_T371-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9543	1	9543_G371	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9944_T334-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9944	1	9944_G334	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9533_T279-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9533	1	9533_G279	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9518_T347-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9518	1	9518_G347	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9869_T355-R1	Int14015_300	Int14015_300_355_L_58	NA	NA	Int14015_300_355_L_58	9869	1	9869_G355	../Autoclades_70_Refinement_1/Int14015_300_355_L_58/Int14015_300_355_L_58.best.fa	0
9669_T432-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9669	1	9669_G432	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9610_T454-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9610	1	9610_G454	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9762_T400-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9762	1	9762_G400	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9944_T219-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9944	1	9944_G219	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9134_T290-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9134	1	9134_G290	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
10015_T400-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	10015	1	10015_G400	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9871_T381-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9871	1	9871_G381	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9837_T462-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9837	1	9837_G462	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7067_T309-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7067	1	7067_G309	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7273_T350-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7273	1	7273_G350	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7328_T395-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7328	1	7328_G395	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
5784_T442-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	5784	1	5784_G442	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9549_T287-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9549	1	9549_G287	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9543_T424-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9543	1	9543_G424	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
6974_T392-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	6974	1	6974_G392	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9550_T524-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9550	1	9550_G524	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
6906_T391-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	6906	1	6906_G391	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
6924_T366-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	6924	1	6924_G366	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9721_T471-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9721	1	9721_G471	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7416_T361-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7416	1	7416_G361	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7167_T291-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7167	1	7167_G291	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9533_T455-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9533	1	9533_G455	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9557_T419-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9557	1	9557_G419	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9583_T305-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9583	1	9583_G305	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9600_T515-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9600	1	9600_G515	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9580_T344-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9580	1	9580_G344	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
6899_T429-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	6899	1	6899_G429	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7186_T312-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7186	1	7186_G312	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7213_T400-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7213	1	7213_G400	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7413_T386-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7413	1	7413_G386	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
6981_T458-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	6981	1	6981_G458	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9792_T495-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9792	1	9792_G495	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
1925_T496-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	1925	1	1925_G496	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7111_T448-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7111	1	7111_G448	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9887_T402-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9887	1	9887_G402	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7058_T283-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7058	1	7058_G283	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
5993_T441-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	5993	1	5993_G441	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9518_T414-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9518	1	9518_G414	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9332_T446-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9332	1	9332_G446	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9947_T320-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9947	1	9947_G320	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9869_T477-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9869	1	9869_G477	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
108_T453-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	108	1	108_G453	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9879_T425-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9879	1	9879_G425	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7417_T306-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7417	1	7417_G306	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9542_T442-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9542	1	9542_G442	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9784_T364-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9784	1	9784_G364	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9554_T432-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9554	1	9554_G432	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9545_T336-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9545	1	9545_G336	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9764_T390-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9764	1	9764_G390	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9537_T356-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9537	1	9537_G356	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7415_T322-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7415	1	7415_G322	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
7322_T340-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	7322	1	7322_G340	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
Athaliana_AT1G10920.2	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	Athaliana	2	Athaliana_AT1G10920.2	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
Athaliana_AT1G10920.1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	Athaliana	1	Athaliana_AT1G10920.1	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
6939_T281-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	6939	1	6939_G281	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9100_T485-R1	Int14015_300	Int14015_300_541_R_56	NA	NA	Int14015_300_541_R_56	9100	1	9100_G485	../Autoclades_70_Refinement_1/Int14015_300_541_R_56/Int14015_300_541_R_56.best.fa	0
9554_T330-R1	Int14015_300	Int14015_300_374_R_46	NA	NA	Int14015_300_374_R_46	9554	1	9554_G330	../Autoclades_70_Refinement_1/Int14015_300_374_R_46/Int14015_300_374_R_46.best.fa	0
9947_T356-R1	Int14015_300	Int14015_300_374_R_46	NA	NA	Int14015_300_374_R_46	9947	1	9947_G356	../Autoclades_70_Refinement_1/Int14015_300_374_R_46/Int14015_300_374_R_46.best.fa	0
9944_T326-R1	Int14015_300	Int14015_300_374_R_46	NA	NA	Int14015_300_374_R_46	9944	1	9944_G326	../Autoclades_70_Refinement_1/Int14015_300_374_R_46/Int14015_300_374_R_46.best.fa	0
9869_T421-R1	Int14015_300	Int14015_300_374_R_46	NA	NA	Int14015_300_374_R_46	9869	1	9869_G421	../Autoclades_70_Refinement_1/Int14015_300_374_R_46/Int14015_300_374_R_46.best.fa	0
9533_T504-R1	Int14015_300	Int14015_300_374_R_46	NA	NA	Int14015_300_374_R_46	9533	1	9533_G504	../Autoclades_70_Refinement_1/Int14015_300_374_R_46/Int14015_300_374_R_46.best.fa	0
